HotelName,Hotel_mapping,lat,long
"istanbul at the 5-star holiday inn istanbul city

",,,
"istanbul at the 5-star ramada plaza by wyndham istanbul tekstilkent

",,,
"istanbul at the 5-star tryp by wyndham istanbul basin ekspres

",,,
"istanbul at the 5-star tryp by wyndham istanbul sancaktepe

",,,
italian holiday with trafalgar,,,
italian rail tour,,,
j w marriott mauritius resort 5* luxury,,,
jabulani,,,
jabulani safari lodge,,,
jafferji beach retreat,,,
johannesburg at the 2-star town lodge,,,
johannesburg at the 3-star city lodge,,,
"johannesburg at the 4,5-star gold reef city theme park hotel",,,
johannesburg at the 4-star courtyard hotel,,,
johannesburg at the 4-star gold reef city theme park hotel,,,
kae beach zanzibar resort,,,
kagga kamma nature reserve,,,
kagi maldives spa island,,,
"kakslauttanen artic resort, lapland",,,
kambaku @ sea,,,
kambaku safari lodge,,,
kanonkop house,,,
kapama game reserve,,,
kapama private game reserve buffalo camp,,,
kapama private game reserve kapama karula,,,
kapama private game reserve karula,,,
kapama private game reserve river lodge,,,
kapama private game reserve southern camp,,,
kapama river lodge,,,
kapama southern camp,,,
karafuu beach resort,,,
karafuu beach resort & spa,,,
kariega game reserve,,,
karongwe private game reserve,,,
katathani phuket beach resort,,,
keemala,,,
kempinski seychelles resort,,,
khao lak merlin resort,,,
kiara lodge,,,
kimberley at the 4-star protea hotel,,,
klaserie private nature reserve,,,
knysna at the 4-star aha the rex hotel,,,
"knysna at the 4-star premier resort the moorings knysna
upgrade to 5-star accommodation from r4490 per person sharing

",,,
knysna at the 4-star protea hotel,,,
knysna at the 5-star pezula nature hotel,,,
knysna bucket list experience,,,
komandoo maldives island resort,,,
komati river chalets,,,
kosi forest lodge,,,
"kotor at the 3-star cattaroom apartments

",,,
"kotor at the 4-star mark's palace

",,,
kruger park lodge,,,
kruger shalati,,,
krystal beach hotel,,,
kuname lodge,,,
kuredu island resort & spa,,,
kuredu island resort &amp; spa,,,
kuzuko lodge,,,
kwafubesi tented safari camp,,,
la pirogue a sun resort,,,
lagoon attitude,,,
lagoon attitude (adult only),,,
lagoon attitude (adults only),,,
lagoon beach hotel,,,
lagoon beach hotel & 4,,,
lakeside lodge,,,
lalibela game reserve,,,
laluka safari lodge,,,
lanzerac hotel & spa,,,
las vegas at the 3-star strat hotel,,,
las vegas at the 4-star rio all suite hotel,,,
las vegas at the 4-star tropicana las vegas a doubletree by hilton hotel,,,
last word constantia,,,
last word franschhoek,,,
le ballon rouge guesthouse,,,
le franschhoek hotel and spa,,,
le meridien ile maurice,,,
legend mountain view lodge,,,
legend resort villas,,,
legoland hotel and dubai experience,,,
lekkerwater beach lodge,,,
leopard beach resort & spa,,,
leopard mountain safari lodge,,,
leopard mountain safari lodge & 5,,,
leora beachfront apartments luxury self,,,
l'ermitage franschhoek chateau & villas package ( 2 nights),,,
lily beach resort & spa,,,
lily beach resort &amp; spa,,,
lion sands river lodge,,,
little karoo game reserve,,,
little switzerland resort,,,
liverpool fc vs manchester united,,,
liverpool united vs manchester city,,,
lokuthula lodges,,,
london,,,
london at the 3-star best western london ilford hotel,,,
london at the 4-star best western london ilford hotel,,,
"london at the 4-star hampton by hilton london ealing

",,,
"london at the 4-star ramada by wyndham london north m1

",,,
"london at the 5-star rubens at the palace

",,,
"london at the 5-star tower suites by blue orchid
",,,
"london at the 5-star tower suites by blue orchid

",,,
long beach,,,
long lee manor,,,
longbeach a sun resort,,,
lord charles hotel,,,
"los angeles at the 3-star ramada by wyndham hawthorne lax la stadium

",,,
lukimbi safari lodge,,,
lush private game lodge,,,
lush private lodge black rhino reserve,,,
lush private lodge wellness special,,,
luxury jw marriott,,,
luxury jw marriott mauritius resort package (7 nights),,,
luxury rovos rail,,,
mabalingwe game reserve,,,
mabula game lodge,,,
mabula game reserve,,,
madikwe game reserve,,,
madikwe safari lodge,,,
madikwe safari lodge family break,,,
"madrid at the 3-star holiday inn express madrid-rivas
",,,
"madrid at the 3-star holiday inn express madrid-rivas

",,,
madrid at the 4-star hotel,,,
magaliesberg at the 4-star askari game lodge,,,
magaliesburg at the 4-star askari game lodge,,,
makakatana bay lodge,,,
makalali private game reserve,,,
mala mala game reserve,,,
manchester united v chelsea,,,
manchester united v liverpool,,,
mango house seychelles,,,
mantis founders lodge,,,
manyeleti private game reserve,,,
"maputo at the 4-star southern sun maputo
",,,
marakele national park,,,
marataba safari lodge,,,
"mariental at the 3-star anib kalahari with breakfast
2 nights' lodge",,,
maritim crystals beach hotel,,,
maritim crystals beach hotel mauritius,,,
maritim hotel,,,
"maritim resort &amp; spa, mauritius",,,
marrakesh at the 5-star radisson blu hotel,,,
"maui at the 3-star maui banyan vacation club

",,,
mauritius & reunion,,,
mdluli safari lodge,,,
meeru island resort,,,
melbourne at the 4-star oaks melbourne on lonsdale suites,,,
melia zanzibar,,,
melia zanzibar zanzibar package (7 nights),,,
memorable istanbul,,,
memorable istanbul (4 nights),,,
mercure edinburgh city prices street,,,
mercure edinburgh city princes st,,,
mercure hotel,,,
merry pebbles resort,,,
"miami at the 3-star holiday inn miami north - i-95

",,,
"miami at the 3-star quality inn miami south
",,,
"miami at the 3-star quality inn miami south
continental",,,
misty mountain reserve,,,
mjejane game reserve,,,
mjejane river lodge,,,
mkuze falls private lodge,,,
mkuze private game reserve,,,
moditlo river lodge,,,
molapo lodge,,,
molapo safari,,,
mongena private game reserve,,,
mont d'or clarens package (2 nights),,,
mont d'or hotel spa and conference centre,,,
mont rochelle,,,
mont rochelle hotel & vineyard,,,
morukuru beach lodge,,,
mosaic lagoon lodge,,,
motswiri private safari lodge,,,
motswiri safari lodge,,,
mount grace hotel,,,
mount nelson hotel,,,
muluwa lodge,,,
munich at the 3-star apart hotel,,,
"munich at the 4-star holiday inn munich south

",,,
my blue hotel,,,
mykonos at the 3-star kamari hotel,,,
mykonos at the 3-star mykonos beach hotel,,,
mykonos at the 3-star olia hotel,,,
"mykonos at the 4-star island mykonos suites & studios

",,,
namaqualand and clanwilliam escape (5 days/4 nights),,,
nambiti game reserve,,,
nambiti hills private game experience,,,
nambiti hills private game reserve & 5,,,
ndhula lodge,,,
"nelspruit at the 3-star khayalami boutique hotel with breakfast daily
4-star upgrade: 3 nights' lodge",,,
neptune paradise beach & spa,,,
neptune pwani beach resort &amp; spa,,,
new york at the 4-star manhattan at times square hotel,,,
new york at the 4-star sheraton tribeca new york hotel,,,
newkings boutique hotel,,,
nice at the 3-star hotel,,,
"nice at the 3-star ibis styles vieux port
",,,
nice at the 4-star apart hotel,,,
nkomazi private game reserve,,,
nottens bush camp,,,
novel hotel city centre,,,
nungubane game lodge,,,
nut grove manor,,,
nut grover manor,,,
o'biches apartments,,,
o'biches apartments (4 sleeper apartment),,,
o'biches apartments (4 sleeper),,,
oceana beach and wildlife reserve,,,
old drift lodge,,,
olhuveli beach and spa,,,
one&amp;only le saint geran,,,
"orlando at the 3-star blue tree resort at lake buena vista

",,,
"orlando at the 3-star ramada by wyndham kissimmee gateway

",,,
oude werf hotel,,,
outrigger mauritius beach resort,,,
pafuri tented camp,,,
panorama and kruger escape (4 nights),,,
paradise beach apartments (6 sleeper apartment),,,
paradise cove boutique hotel,,,
paradise sun,,,
paris at the 3-star apart hotel,,,
paris at the 3-star best western hotel,,,
paris city stay,,,
passion play oberammergau 2022 package (2 nights),,,
paternoster and clanwilliam escape,,,
paternoster at the 4-star paternoster manor,,,
paternoster at the 5-star abalone house & spa,,,
patong merlin hotel,,,
pearl beach,,,
pearl valley hotel,,,
pearle beach resort and spa,,,
peermont d'oreale grande hotel,,,
peermont metcourt hotel,,,
peninsula all,,,
pepper club hotel & spa,,,
pepperclub hotel,,,
periwinkle lodge,,,
perry's bridge hollow boutique hotel,,,
"perth at the 3
5-star criterion hotel",,,
pezula nature hotel and spa,,,
phinda forest lodge,,,
phinda private game reserve,,,
phuket & khao lak holiday,,,
pilanesberg game reserve,,,
pilanesberg national park,,,
pilanesberg region,,,
pirates creek self,,,
plettenberg bay at the basic 3-star africamps at ingwe,,,
plus c mauritius family package (7 nights),,,
plus c mauritius package (7 nights),,,
plus coin de mire attitude,,,
plus elephant hills resort,,,
"plus hard days night hotel, liverpool",,,
plus jw marriott,,,
plus preskil island resort,,,
plus recif attitude (adults only),,,
plus sandies tropical village,,,
plus the kingdom at victoria falls,,,
plus tropical attitude (adult only),,,
plus uroa bay beach resort,,,
plus villas caroline beach hotel,,,
pongola game reserve at the basic 3-star africamps at white elephant safari,,,
ponta mamoli at the 5-star white pearl resort,,,
port elizabeth at the 3-star city lodge,,,
port elizabeth at the 3-star town lodge,,,
port elizabeth at the 4-star radisson blu hotel,,,
port elizabeth at the 5-star boardwalk hotel,,,
"porto at the 3-star tryp porto centro
",,,
"porto at the 3-star tryp porto centro

",,,
prana lodge,,,
premier hotel,,,
premier hotel cape town,,,
premier hotel the winkler,,,
premier hotel umhlanga package (2 nights),,,
premier hotel umhlanga package (5 nights),,,
premier inn manchester city piccadilly,,,
premier resort,,,
premier resort cutty sark,,,
premier resort sani pass,,,
premier resort the moorings,,,
premier splendid inn umhlanga packace (2 nights),,,
premier splendid inn umhlanga package (2 nights),,,
premier splendid inn umhlanga package (5 nights),,,
president hotel,,,
preskil island resort,,,
pretoria at the 3-star hotel,,,
protea hotel by marriott cape town north wharf package (2 nights),,,
protea hotel by marriott cape town sea point package (2 nights),,,
protea hotel by marriott cape town waterfront breakwater lodge family package (3 nights),,,
protea hotel by marriott cape town waterfront breakwater lodge festive package (4 nights),,,
protea hotel by marriott cape town waterfront breakwater lodge package (2 nights),,,
protea hotel by marriott clarens package (2 nights),,,
protea hotel by marriott durban umhlanga family package (5 nights),,,
protea hotel by marriott durban umhlanga package (2 nights),,,
protea hotel by marriott george king george package (2 nights),,,
protea hotel by marriott johannesburg wanderers package (1 night),,,
protea hotel by marriott karridene beach,,,
protea hotel by marriott knysna quays,,,
protea hotel by marriott knysna quays package (2 nights),,,
protea hotel by marriott kruger gate family package (3 nights),,,
protea hotel by marriott kruger gate package (3 nights),,,
protea hotel by marriott stellenbosch package (2 nights),,,
protea hotel fire & ice! by marriott cape town package (2 nights),,,
protea hotel fire & ice! by marriott durban umhlanga ridge package (2 nights),,,
protea hotel fire & ice! by marriott johannesburg melrose arch package (1 night),,,
pure luxury,,,
quarters hotel,,,
radisson blu azuri resort & spa,,,
radisson blu azuri resort &amp; spa,,,
radisson blu hotel & residence,,,
radisson blu hotel durban umhlanga package (2 nights),,,
radisson blu hotel port elizabeth,,,
radisson blu hotel sandton,,,
radisson blu hotel waterfront,,,
radisson blu poste lafayette (adults only),,,
radisson blu poste lafayette resort &amp; spa,,,
radisson blu waterfront,,,
radisson red,,,
radisson red 2 nights and art walking tour with thabo the tourist,,,
radisson red hotel v&a waterfront family package (3 nights),,,
radisson red johannesburg rosebank package (2 nights),,,
radisson red weekend special,,,
raffles praslin seychelles,,,
ravenala attitude,,,
rayavadee,,,
